CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_LAST_NAME,CREATED_DATE
2240204276,07/01/2020,09/30/2020,08/24/2020,ALDERMAN MARIA HADDEN,250.00,23981,ALEXANDRA,SIMS,12/01/2020
16680854,04/01/2020,06/30/2020,06/10/2020,24TH WARD ORGANIZATION - ALD. MICHAEL SCOTT,500.00,16501,REYAHD,KAZMI,12/10/2020
146026078,01/01/2020,03/31/2020,02/18/2020,ALD. GILBERT VILLEGAS,150.00,16501,REYAHD,KAZMI,12/10/2020
2237026963,10/01/2020,12/31/2020,12/18/2020,N/A,0.00,24286,TOM,FEENEY,12/18/2020
279679753,10/01/2020,12/31/2020,12/18/2020,N?A,0.00,24286,TOM,FEENEY,12/18/2020
752575625,10/01/2020,12/31/2020,10/19/2020,JASON ERVIN,500.00,18121,PETER,SKOSEY,12/18/2020
2237026963,10/01/2020,12/31/2020,12/18/2020,N/A,0.00,15683,KEVIN,SCHUYLER,12/18/2020
399395029,07/01/2020,09/30/2020,09/03/2020,VILLEGAS FOR COMMITTEEPERSON,1500.00,4126,MICHAEL,ALVAREZ,12/20/2020
2229231542,01/01/2020,03/31/2020,03/12/2020,FRIENDS OF MICHAEL RODRIGUEZ,1000.00,4126,MICHAEL,ALVAREZ,12/20/2020
779927836,07/01/2020,09/30/2020,09/16/2020,THE NEW 37TH WARD DEMOCRATIC ORG,1500.00,4126,MICHAEL,ALVAREZ,12/20/2020
3918356384,01/01/2020,03/31/2020,03/12/2020,NEIGHBORS FOR DANIEL LASPATA,1000.00,4126,MICHAEL,ALVAREZ,12/20/2020
1892676832,01/01/2020,03/31/2020,02/11/2020,FRIENDS OF GILBERT VILLEGAS,1500.00,4126,MICHAEL,ALVAREZ,12/20/2020
4231410080,01/01/2020,03/31/2020,03/12/2020,FRIENDS OF RODERICK SAWYER,1500.00,4126,MICHAEL,ALVAREZ,12/20/2020
691794209,07/01/2020,09/30/2020,09/18/2020,FRIENDS OF LESLIE A HAIRSTON,1500.00,4126,MICHAEL,ALVAREZ,12/20/2020
915701728,10/01/2020,12/31/2020,12/21/2020,ALDERMAN RODERICK SAWYER,250.00,20567,LINDSAY,ANDERSON,12/29/2020
2312452516,10/01/2020,12/31/2020,12/21/2020,ALDERMAN BYRON SIGCHO LOPEZ,500.00,20567,LINDSAY,ANDERSON,12/29/2020
2041740924,10/01/2020,12/31/2020,10/12/2020,CITIZENS FOR JASON C. ERVIN,500.00,21842,JAMES,CLAYBORNE,12/30/2020
2497198884,10/01/2020,12/31/2020,12/28/2020,DEBRA SILVERSTEIN,250.00,13761,MICHAEL,AXELROD,01/01/2021
2602547531,10/01/2020,12/31/2020,10/23/2020,LESLIE HAIRSTON,250.00,13761,MICHAEL,AXELROD,01/01/2021
3771673250,10/01/2020,12/31/2020,10/04/2020,TOM TUNNEY,250.00,13761,MICHAEL,AXELROD,01/01/2021
255801882,10/01/2020,12/31/2020,10/26/2020,8TH WARD DEMS,500.00,3836,JOHN,DOERRER,01/04/2021
1038047954,10/01/2020,12/31/2020,12/22/2020,11TH WARD DEMS,500.00,3836,JOHN,DOERRER,01/04/2021
2973012984,10/01/2020,12/31/2020,10/21/2020,19TH WARD DEMOCRATIC ORGANIZATION,1500.00,4126,MICHAEL,ALVAREZ,01/04/2021
2699904116,10/01/2020,12/31/2020,10/26/2020,FRIENDS OF RODRIGUEZ,250.00,3836,JOHN,DOERRER,01/04/2021
2811439625,10/01/2020,12/31/2020,11/02/2020,FRIENDS OF MICHELLE A. HARRIS,150.00,16501,REYAHD,KAZMI,01/04/2021
3364027434,10/01/2020,12/31/2020,09/14/2020,EMMA MITTS,250.00,17721,GREGORY,STEADMAN,01/04/2021
4267954271,10/01/2020,12/31/2020,10/20/2020,FRIENDS FOR DEBRA SILVERSTEIN,1000.00,4126,MICHAEL,ALVAREZ,01/04/2021
366274283,10/01/2020,12/31/2020,11/19/2020,ALDERMAN HOWARD BROOKINS,500.00,5701,PAUL,WILLIAMS,01/04/2021
505396953,10/01/2020,12/31/2020,11/03/2020,FRIENDS OF SUSAN SADLOWSKI GARZA,1500.00,4126,MICHAEL,ALVAREZ,01/04/2021
1344910608,10/01/2020,12/31/2020,10/26/2020,HOPKINS FOR CHICAGO,500.00,3836,JOHN,DOERRER,01/04/2021
3541763265,10/01/2020,12/31/2020,10/26/2020,FRIENDS OF NUGGENT,500.00,3836,JOHN,DOERRER,01/04/2021
469991393,10/01/2020,12/31/2020,11/20/2020,"COMMITTEE TO ELECT HOWARD B BROOKINS, JR",1500.00,4126,MICHAEL,ALVAREZ,01/04/2021
2437790987,10/01/2020,12/31/2020,12/18/2020,CITIZENS TO ELECT FELIX CARDONA JR,1000.00,4126,MICHAEL,ALVAREZ,01/04/2021
3729032267,10/01/2020,12/31/2020,10/06/2020,CITIZENS FOR ERVIN,100.00,16501,REYAHD,KAZMI,01/04/2021
358188935,10/01/2020,12/31/2020,10/30/2020,CITIZENS FOR ERVIN,1500.00,4126,MICHAEL,ALVAREZ,01/04/2021
1166796110,10/01/2020,12/31/2020,11/19/2020,ALDERMAN JASON ERVIN,500.00,5701,PAUL,WILLIAMS,01/04/2021
1020660462,10/01/2020,12/31/2020,10/26/2020,COMM TO ELECT BROOKINS,500.00,3836,JOHN,DOERRER,01/04/2021
1037651483,10/01/2020,12/31/2020,11/27/2020,24TH WARD DEMS,250.00,3836,JOHN,DOERRER,01/04/2021
834915247,10/01/2020,12/31/2020,12/22/2020,NEIBORS FOR ANDRE,250.00,3836,JOHN,DOERRER,01/04/2021
2908914177,10/01/2020,12/31/2020,12/22/2020,NEIGHBORS FOR LASPATA,250.00,3836,JOHN,DOERRER,01/04/2021
4249223066,10/01/2020,12/31/2020,12/10/2020,28TH WARD DEMOCRATIC ORGANIZATION,750.00,13881,CURT,BAILEY,01/04/2021
3923535146,10/01/2020,12/31/2020,12/31/2020,N/A,0.00,3820,MORGAN,BASSEY,01/05/2021
427820866,10/01/2020,12/31/2020,11/22/2020,MICHAEL SCOTT - 24TH WARD ALDERMAN,500.00,6781,WILLIE,SMITH,01/05/2021
3624875078,07/01/2020,09/30/2020,08/11/2020,GILBERT VILLEGAS,250.00,15661,LISSA,DRUSS,10/10/2020
1156932743,04/01/2020,06/30/2020,04/07/2020,MATT MARTIN,250.00,15661,LISSA,DRUSS,10/10/2020
442193060,10/01/2020,12/31/2020,12/09/2020,ANNA VALENCIA,250.00,11301,MARY KATE,DALY,01/08/2021
2313600534,10/01/2020,12/31/2020,10/27/2020,BRIAN HOPKINS,100.00,11301,MARY KATE,DALY,01/08/2021
2157331300,10/01/2020,12/31/2020,10/27/2020,ANNA VALENCIA,100.00,11301,MARY KATE,DALY,01/08/2021
256035992,10/01/2020,12/31/2020,10/07/2020,BRIAN HOPKINS,500.00,11463,SUSAN,HAYES GORDON,01/08/2021
358188935,10/01/2020,12/31/2020,10/30/2020,CITIZENS FOR ERVIN,1500.00,9621,MICHAEL,EZGUR,01/10/2021
950939887,10/01/2020,12/31/2020,10/15/2020,"FRIENDS OF WALTER BURNETT, JR.",1000.00,9621,MICHAEL,EZGUR,01/10/2021
1696312139,10/01/2020,12/31/2020,10/30/2020,HOPKINS FOR CHICAGO,500.00,9621,MICHAEL,EZGUR,01/10/2021
3214753515,10/01/2020,12/31/2020,12/03/2020,CITIZENS FOR ERVIN,500.00,24927,CHRISTOPHER,JESSUP,01/11/2021
465128303,10/01/2020,12/31/2020,12/03/2020,HOPKINS FOR CHICAGO,500.00,24803,AMY,BARRY,01/11/2021
1356966494,10/01/2020,12/31/2020,12/22/2020,NEIGHBORS FOR ANDRE,72.00,4397,WARREN,SILVER,01/11/2021
625008649,10/01/2020,12/31/2020,12/30/2020,MARIA HADDEN,49.00,18782,JENNIFER,WALLING,01/11/2021
1032522398,10/01/2020,12/31/2020,12/03/2020,"FRIENDS OF WALTER BURNETT, JR.",500.00,24803,AMY,BARRY,01/11/2021
3936276560,10/01/2020,12/31/2020,12/03/2020,FRIENDS OF ANTHONY NAPOLITANO,500.00,24803,AMY,BARRY,01/11/2021
1696815249,10/01/2020,12/31/2020,12/03/2020,FRIENDS OF STEPHANIE COLEMAN,500.00,24927,CHRISTOPHER,JESSUP,01/11/2021
2650692947,10/01/2020,12/31/2020,12/03/2020,FRIENDS OF CHRIS TALIAFERRO,500.00,24803,AMY,BARRY,01/11/2021
2901520447,10/01/2020,12/31/2020,10/06/2020,CITIZENS FOR ERVIN,500.00,24803,AMY,BARRY,01/11/2021
97936131,10/01/2020,12/31/2020,12/03/2020,FRIENDS OF SAMANTHA NUGENT,500.00,24803,AMY,BARRY,01/11/2021
168590513,10/01/2020,12/31/2020,12/03/2020,FRIENDS OF CARRIE AUSTIN,500.00,24803,AMY,BARRY,01/11/2021
105047480,10/01/2020,12/31/2020,12/03/2020,"CITIZENS FOR MICHAEL SCOTT, JR.",500.00,24803,AMY,BARRY,01/11/2021
3002331260,10/01/2020,12/31/2020,12/03/2020,FRIENDS OF LESLIE A. HAIRSTON,500.00,24803,AMY,BARRY,01/11/2021
810954561,10/01/2020,12/31/2020,12/03/2020,CITIZENS FOR REILLY,500.00,24803,AMY,BARRY,01/11/2021
1818731003,10/01/2020,12/31/2020,12/03/2020,CITIZENS FOR PAT DOWELL,500.00,24803,AMY,BARRY,01/11/2021
1493234838,10/01/2020,12/31/2020,12/03/2020,CITIZENS FOR MICHELLE HARRIS,500.00,24803,AMY,BARRY,01/11/2021
3369377378,10/01/2020,12/31/2020,10/06/2020,FRIENDS FOR DEBRA SILVERSTEIN,500.00,24803,AMY,BARRY,01/11/2021
4066346673,10/01/2020,12/31/2020,12/03/2020,CITIZENS TO ELECT EMMA MITTS,500.00,24803,AMY,BARRY,01/11/2021
1522572407,10/01/2020,12/31/2020,10/05/2020,CITIZENS FOR TUNNEY,1500.00,17201,THOMAS,RAINES,01/12/2021
488373090,10/01/2020,12/31/2020,11/16/2020,COMMITTEE TO ELECT BROOKINS,500.00,10241,FRED,LEBED,01/12/2021
3623146719,10/01/2020,12/31/2020,10/05/2020,FRIENDS OF WALTER BURNETT JR.,1500.00,17201,THOMAS,RAINES,01/12/2021
2067091332,10/01/2020,12/31/2020,10/07/2020,FRIENDS OF EMMA MITTS,250.00,10241,FRED,LEBED,01/12/2021
3044580394,10/01/2020,12/31/2020,11/06/2020,8TH WARD REGULAR DEMOCRATIC ORGANIZATION,1500.00,24961,DONNE,TROTTER,01/12/2021
1892676832,01/01/2020,03/31/2020,02/11/2020,FRIENDS OF GILBERT VILLEGAS,1500.00,4007,JOHN,KELLY,01/12/2021
1003060996,10/01/2020,12/31/2020,11/10/2020,CITIZENS FOR ERVIN,500.00,10241,FRED,LEBED,01/12/2021
640447026,10/01/2020,12/31/2020,10/07/2020,CITIZENS FOR DEBRA SILVERSTEIN,250.00,10241,FRED,LEBED,01/12/2021
3712698909,10/01/2020,12/31/2020,11/11/2020,CITIZENS FOR ERIVIN,1500.00,17201,THOMAS,RAINES,01/12/2021
4160619743,10/01/2020,12/31/2020,11/11/2020,HOPKINS FOR CHICAGO,1500.00,10241,FRED,LEBED,01/12/2021
2330228790,10/01/2020,12/31/2020,12/28/2020,FRIENDS OF STEPHANIE COLEMAN,500.00,10241,FRED,LEBED,01/12/2021
1135331945,10/01/2020,12/31/2020,10/22/2020,FRIENDS FOR ANNA VALENCIA,500.00,4162,MARY,MINAGHAN DBA MKM SERVICES,01/13/2021
1829703605,10/01/2020,12/31/2020,10/22/2020,TURN OUT TO VOTE IN THE 25TH WARD,100.00,24002,JUAN,CALAHORRANO,01/13/2021
2400005986,10/01/2020,12/31/2020,12/08/2020,24TH WARD DEMOCRATIC ORGANIZATION,250.00,4162,MARY,MINAGHAN DBA MKM SERVICES,01/13/2021
1348188363,10/01/2020,12/31/2020,10/07/2020,THE NEW 37TH WARD DEMOCRATIC ORGANIZATION,250.00,4162,MARY,MINAGHAN DBA MKM SERVICES,01/13/2021
1114472786,10/01/2020,12/31/2020,11/04/2020,HOPKINS FOR CHICAGO,1500.00,4254,ARNOLD,HARRIS,01/14/2021
2240319300,10/01/2020,12/31/2020,10/26/2020,CITIZENS FOR ERVIN,500.00,4254,ARNOLD,HARRIS,01/14/2021
1442107384,10/01/2020,12/31/2020,10/01/2020,CITIZENS FOR MARIA CANDALARIA HEARDON,250.00,4155,THOMAS,MURPHY,01/15/2021
30604685,10/01/2020,12/31/2020,12/04/2020,MICHAEL SCOTT,200.00,4155,THOMAS,MURPHY,01/15/2021
2686044573,10/01/2020,12/31/2020,10/27/2020,FRIENDS OF ANNA VALENCIA,250.00,11493,SEAN,OSHEA,01/15/2021
4004214772,10/01/2020,12/31/2020,10/01/2020,37TH WARD DEMOCRATIC ORGANIZATION,50.00,4068,DONNA,PUGH,01/15/2021
3008570488,10/01/2020,12/31/2020,10/21/2020,CITIZENS FOR ERVIN,250.00,9743,MICHAEL,ALEXANDER,01/15/2021
2134014393,10/01/2020,12/31/2020,10/20/2020,FRIENDS FOR ANNA VALENCIA,250.00,9743,MICHAEL,ALEXANDER,01/15/2021
3171752525,10/01/2020,12/31/2020,10/19/2020,MELISSA FOR CHICAGO,250.00,9743,MICHAEL,ALEXANDER,01/15/2021
4240415239,10/01/2020,12/31/2020,10/24/0020,ALD. HOWARD BROOKINS,50.00,4068,DONNA,PUGH,01/15/2021
2259421067,10/01/2020,12/31/2020,10/21/0020,CITIZENS FOR ERVIN,50.00,4068,DONNA,PUGH,01/15/2021
383071707,10/01/2020,12/31/2020,10/28/2020,HOPKINS FOR CHICAGO,500.00,24884,JOSEPH,MOORE,01/16/2021
4168702929,01/01/2020,03/31/2020,02/19/2020,CITIZENS FOR REILLY,1000.00,3753,LANGDON,NEAL,01/18/2021
3809747407,10/01/2020,12/31/2020,10/30/2020,CITIZENS FOR ERVIN,500.00,20343,MICHAEL,RUEMMLER,01/18/2021
3108093492,10/01/2020,12/31/2020,10/15/2020,19TH WARD DEMOCRATIC ORGANIZATION,500.00,3964,MARY KAY,BONOMA,01/18/2021
3878540155,01/01/2020,03/31/2020,02/12/2020,MICHAEL RODRIGUEZ,250.00,3753,LANGDON,NEAL,01/18/2021
3142344834,10/01/2020,12/31/2020,12/09/2020,24TH WARD DEMOCRATIC ORGANIZATION,250.00,3847,GRAHAM,GRADY,01/18/2021
667200110,10/01/2020,12/31/2020,10/15/2020,FRIENDS FOR ANNA VALENCIA,250.00,20343,MICHAEL,RUEMMLER,01/18/2021
3607070184,01/01/2020,03/31/2020,01/28/2020,LESLIE HAIRSTON,250.00,3753,LANGDON,NEAL,01/18/2021
1632136748,10/01/2020,12/31/2020,12/31/2020,NONE,0.00,24825,BOB,ENKEMA,01/19/2021
470340831,07/01/2020,09/30/2020,09/30/2020,19TH WARD DEMOCRATIC ORGANIZATION,500.00,8162,GERY,CHICO,01/19/2021
291043665,10/01/2020,12/31/2020,10/22/2020,CITIZENS FOR ANDRE VASQUEZ,120.00,3989,WILLIAM,GRIFFIN,01/19/2021
695864160,10/01/2020,12/31/2020,10/09/2020,ALD. MATT MARTIN,10.00,24723,JESSE,KIBBEY,01/19/2021
1718230101,01/01/2020,03/31/2020,02/14/2020,36TH WARD PAC,1500.00,8162,GERY,CHICO,01/19/2021
2405109871,10/01/2020,12/31/2020,12/09/2020,ALD. MATT MARTIN,10.00,24723,JESSE,KIBBEY,01/19/2021
2962045899,10/01/2019,12/31/2019,11/15/2019,FRIENDS OF BYRON SIGCHO LOPEZ,250.00,6323,JOHN,KAMIS,06/16/2020
2331651396,07/01/2020,09/30/2020,08/03/2020,12TH WARD DEMOCRATIC ORGANIZATION,500.00,8162,GERY,CHICO,01/19/2021
401516290,10/01/2020,12/31/2020,12/03/2020,MICHAEL SCOTT,500.00,3985,PAUL,ROSENFELD,01/19/2021
373288505,10/01/2020,12/31/2020,11/23/2020,"LEWIS W POWELL, III",500.00,3955,LEWIS,POWELL,01/19/2021
1738377427,10/01/2020,12/31/2020,12/22/2020,COMMITTEE TO ELECT HOWARD B. BROOKINS JR.,1500.00,3985,PAUL,ROSENFELD,01/19/2021
4084908005,10/01/2020,12/31/2020,10/21/2020,19TH WARD DEMOCRATIC ORGANIZATION,250.00,18421,MATTHEW,DATTILO,01/19/2021
862455972,10/01/2020,12/31/2020,12/14/2020,FRIENDS OF JOSINA MORITA,500.00,3985,PAUL,ROSENFELD,01/19/2021
466747696,10/01/2020,12/31/2020,10/22/2020,37TH WARD DEMOCRATIC PARTY,150.00,3989,WILLIAM,GRIFFIN,01/19/2021
3115869910,07/01/2020,09/30/2020,08/03/2020,CITIZENS FOR MICHAEL SCOTT,1000.00,8162,GERY,CHICO,01/19/2021
3766919603,10/01/2020,12/31/2020,10/30/2020,"FRIENDS OF WALTER BURNETT, JR",1500.00,18461,JOHN,D'ALESSANDRO,01/19/2021
449783849,10/01/2020,12/31/2020,12/01/2020,FRIENDS OF MATT MARTIN,1000.00,13202,TYLER,MANIC,01/19/2021
2103464634,10/01/2020,12/31/2020,12/07/2020,FRIENDS OF MATT MARTIN,1500.00,3985,PAUL,ROSENFELD,01/19/2021
2369433429,10/01/2020,12/31/2020,11/08/2020,ALD. MATT MARTIN,10.00,24723,JESSE,KIBBEY,01/19/2021
2944613048,10/01/2020,12/31/2020,12/30/2020,CITIZENS FOR WAGUESPACK,1000.00,4193,JOHN,DUNN,01/20/2021
2808050762,10/01/2020,12/31/2020,11/23/2020,FRIENDS OF SAMANTHA NUGENT,500.00,4193,JOHN,DUNN,01/20/2021
3726816625,10/01/2020,12/31/2020,11/09/2020,TWELVE PAC,1000.00,3845,ROLANDO,ACOSTA,01/20/2021
1666669339,10/01/2020,12/31/2020,12/01/2020,CHICAGO REFORM CAUCUS,250.00,4193,JOHN,DUNN,01/20/2021
2416393,10/01/2020,12/31/2020,12/30/2020,CITIZENS TO ELECT ANTHONY BEALE,500.00,4193,JOHN,DUNN,01/20/2021
3779058470,10/01/2020,12/31/2020,12/28/2020,CITIZENS TO ELECT EMMA MITTS,1000.00,4193,JOHN,DUNN,01/20/2021
2231699269,10/01/2020,12/31/2020,11/19/2020,FRIENDS OF STEPHANIE COLEMAN,250.00,4193,JOHN,DUNN,01/20/2021
2915964983,10/01/2020,12/31/2020,11/02/2020,"CITIZENS FOR TUNNEY (COMMITTEE ID: 17150) MADE BY AIRBNB, INC.",750.00,24863,ALEXANDRA,DAGG,01/20/2021
804289223,10/01/2020,12/31/2020,12/18/2020,"CITIZENS TO ELECT FELIX CARDONA, JR.",250.00,4193,JOHN,DUNN,01/20/2021
3586055911,10/01/2020,12/31/2020,10/06/2020,FRIENDS OF MICHAEL D. RODRIGUEZ,250.00,4193,JOHN,DUNN,01/20/2021
3278392778,10/01/2020,12/31/2020,12/26/2020,CITIZENS FOR MALDONADO,500.00,4193,JOHN,DUNN,01/20/2021
1640435688,10/01/2020,12/31/2020,10/28/2020,FRIENDS OF STEPHANIE COLEMAN,500.00,11381,KATHY,BROWN,01/20/2021
1931059466,10/01/2020,12/31/2020,10/25/2020,CITIZENS FOR ERVIN,750.00,4193,JOHN,DUNN,01/20/2021
3768731146,10/01/2020,12/31/2020,12/31/2020,FRIENDS OF SOPHIA KING,500.00,4193,JOHN,DUNN,01/20/2021
2030576916,10/01/2020,12/31/2020,11/02/2020,"CITIZENS TO ELECT EMMA MITTS (COMMITTEE ID: 15622) MADE BY AIRBNB, INC.",750.00,24863,ALEXANDRA,DAGG,01/20/2021
1187529881,10/01/2020,12/31/2020,10/15/2020,CITIZENS FOR TUNNEY,1000.00,4193,JOHN,DUNN,01/20/2021
4208742361,10/01/2020,12/31/2020,11/02/2020,"CITIZENS FOR ALDERMAN MICHAEL SCOTT, JR.",500.00,4193,JOHN,DUNN,01/20/2021
1609777284,10/01/2020,12/31/2020,12/31/2020,FRIENDS OF MICHELE SMITH,500.00,4193,JOHN,DUNN,01/20/2021
2503157406,10/01/2020,12/31/2020,12/09/2020,"FRIENDS OF WALTER BURNETT, JR.",500.00,4193,JOHN,DUNN,01/20/2021
1032622698,10/01/2020,12/31/2020,10/06/2020,FRIENDS OF MATT O'SHEA,1500.00,4193,JOHN,DUNN,01/20/2021
1355651265,10/01/2020,12/31/2020,10/23/2020,"LIGHT PAC (COMMITTEE ID: 35563) MADE BY AIRBNB, INC.",1500.00,24863,ALEXANDRA,DAGG,01/20/2021
1344910608,10/01/2020,12/31/2020,10/26/2020,HOPKINS FOR CHICAGO,500.00,4193,JOHN,DUNN,01/20/2021
2532257721,10/01/2020,12/31/2020,12/21/2020,FRIENDS OF RODERICK SAWYER,250.00,6323,JOHN,KAMIS,01/26/2021
694683882,01/01/2020,03/31/2020,01/15/2020,ALD. DANIEL LASPATA,250.00,18181,JOHN,DALEY,01/26/2021
2622109616,01/01/2020,03/31/2020,02/26/2020,ALD. SCOTT WAGUESPACK,1000.00,18181,JOHN,DALEY,01/26/2021
4266447560,01/01/2020,03/31/2020,02/11/2020,ALD ANDRE VASQUEZ,250.00,18181,JOHN,DALEY,01/26/2021
3323735145,01/01/2020,03/31/2020,01/15/2020,ALD MICHAEL RODRIGUEZ,500.00,18181,JOHN,DALEY,01/26/2021
2357417094,07/01/2020,09/30/2020,08/13/2020,ANDRE VASQUEZ,500.00,18181,JOHN,DALEY,01/26/2021
2096946100,01/01/2020,03/31/2020,03/23/2020,ALD BYRON SIGCHO LOPEZ,250.00,18181,JOHN,DALEY,01/26/2021
1778301709,07/01/2020,09/30/2020,09/01/2020,HARRY OSTERMAN,500.00,18181,JOHN,DALEY,01/26/2021
476811474,07/01/2020,09/30/2020,09/01/2020,MICHAEL RODRIGUEZ,500.00,18181,JOHN,DALEY,01/26/2021
4270984977,10/01/2020,12/31/2020,10/21/2020,19TH WARD DEMOCRATIC ORG,1250.00,18181,JOHN,DALEY,01/26/2021
248531881,10/01/2020,12/31/2020,12/08/2020,CITIZENS ALDERMAN MICHAEL SCOTT JR.,500.00,18181,JOHN,DALEY,01/26/2021
4063341581,10/01/2020,12/31/2020,10/29/2020,HOPKINS FOR CHICAGO,500.00,18181,JOHN,DALEY,01/26/2021
1315731825,07/01/2020,09/30/2020,09/01/2020,"MICHAEL SCOTT, JR.",500.00,18181,JOHN,DALEY,01/26/2021
2333626370,10/01/2020,12/31/2020,12/06/2020,FRIENDS FOR DEBRA SILVERSTEIN,500.00,18181,JOHN,DALEY,01/26/2021
1772083609,10/01/2020,12/31/2020,12/21/2020,FRIENDS OF BYRON SIGCHO LOPEZ,500.00,6323,JOHN,KAMIS,01/26/2021
830719319,01/01/2020,03/31/2020,03/04/2020,MELISSA CONYEARS ERVIN,500.00,18181,JOHN,DALEY,01/26/2021
3859661470,10/01/2020,12/31/2020,12/08/2020,ALDERMAN SCOTT,500.00,25121,TENILLE,JACKSON,01/27/2021
1810442801,10/01/2020,12/31/2020,01/01/2021,NONE,0.00,4125,KAREEM,MUSAWWIR,01/28/2021
1648204599,10/01/2020,12/31/2020,10/05/2020,CITIZENS FOR TUNNEY,1000.00,14921,PATRICK,CAREY,02/04/2021
730015036,10/01/2020,12/31/2020,12/18/2020,CITIZENS TO ELECT FELIX CARDONA JR,250.00,14921,PATRICK,CAREY,02/04/2021
620222167,10/01/2019,12/31/2019,10/01/2019,CHICAGO PROGRESSIVE CAUCUS,250.00,3845,ROLANDO,ACOSTA,10/19/2020
2333210844,10/01/2020,12/31/2020,11/02/2020,CITIZENS FOR ALDERMAN MICHAEL SCOTT JR.,500.00,14921,PATRICK,CAREY,02/04/2021
1931059466,10/01/2020,12/31/2020,10/25/2020,CITIZENS FOR ERVIN,750.00,14921,PATRICK,CAREY,02/04/2021
1546293550,10/01/2020,12/31/2020,12/30/2020,CITIZENS TO ELECT ANTHONY BEALE,500.00,14921,PATRICK,CAREY,02/04/2021
2636599678,10/01/2020,12/31/2020,10/06/2020,FRIENDS OF MICHAEL D RODRIGUEZ,250.00,14921,PATRICK,CAREY,02/04/2021
2381494171,07/01/2020,09/30/2020,08/07/2020,NEIGHBORS FOR ANDRE,500.00,14921,PATRICK,CAREY,02/04/2021
3503670939,10/01/2019,12/31/2019,12/20/2019,FRIENDS OF SOPHIA KING,1000.00,3845,ROLANDO,ACOSTA,10/19/2020
2231699269,10/01/2020,12/31/2020,11/19/2020,FRIENDS OF STEPHANIE COLEMAN,250.00,14921,PATRICK,CAREY,02/04/2021
2808050762,10/01/2020,12/31/2020,11/23/2020,FRIENDS OF SAMANTHA NUGENT,500.00,14921,PATRICK,CAREY,02/04/2021
2967053172,04/01/2020,06/30/2020,04/21/2020,CITIZENS TO ELECT FELIX CARDONA JR,250.00,14921,PATRICK,CAREY,02/04/2021
2665304273,01/01/2020,03/31/2020,02/04/2020,CITIZENS FOR MALDONADO,250.00,14921,PATRICK,CAREY,02/04/2021
3378958287,10/01/2019,12/31/2019,10/31/2019,27TH WARD REGULAR DEMOCRATIC ORGANIZATION,500.00,3845,ROLANDO,ACOSTA,10/19/2020
2944613048,10/01/2020,12/31/2020,12/30/2020,CITIZENS FOR WAGUESPACK,1000.00,14921,PATRICK,CAREY,02/04/2021
2503157406,10/01/2020,12/31/2020,12/09/2020,"FRIENDS OF WALTER BURNETT, JR.",500.00,14921,PATRICK,CAREY,02/04/2021
1032622698,10/01/2020,12/31/2020,10/06/2020,FRIENDS OF MATT O'SHEA,1500.00,14921,PATRICK,CAREY,02/04/2021
114113997,10/01/2020,12/31/2020,10/19/2020,FRIENDS FOR DEBRA SILVERSTEIN,500.00,14921,PATRICK,CAREY,02/04/2021
3779058470,10/01/2020,12/31/2020,12/28/2020,CITIZENS TO ELECT EMMA MITTS,1000.00,14921,PATRICK,CAREY,02/04/2021
60634753,01/01/2020,03/31/2020,01/21/2020,NEIGHBORS FOR DANIEL LA SPATA,250.00,14921,PATRICK,CAREY,02/04/2021
1609777284,10/01/2020,12/31/2020,12/31/2020,FRIENDS OF MICHELE SMITH,500.00,14921,PATRICK,CAREY,02/04/2021
1344910608,10/01/2020,12/31/2020,10/26/2020,HOPKINS FOR CHICAGO,500.00,14921,PATRICK,CAREY,02/04/2021
3278392778,10/01/2020,12/31/2020,12/26/2020,CITIZENS FOR MALDONADO,500.00,14921,PATRICK,CAREY,02/04/2021
1666669339,10/01/2020,12/31/2020,12/01/2020,CHICAGO REFORM CAUCUS,250.00,14921,PATRICK,CAREY,02/04/2021
3903083785,10/01/2020,12/31/2020,12/30/2020,CITIZENS FOR MICHELLE HARRIS,500.00,14921,PATRICK,CAREY,02/04/2021
3768731146,10/01/2020,12/31/2020,12/31/2020,FRIENDS OF SOPHIA KING,500.00,14921,PATRICK,CAREY,02/04/2021
2435312005,01/01/2020,03/31/2020,03/04/2020,MELISSA FOR CHICAGO,500.00,14921,PATRICK,CAREY,02/04/2021
2502728393,10/01/2020,12/31/2020,02/01/2021,N/A N/A,0.00,24887,COY,PUGH,02/05/2021
3987041718,10/01/2019,12/31/2019,12/02/2019,24TH WARD DEMOCRATIC ORGANIZATION,1000.00,4074,TERRY,TEELE,10/26/2020
3696981295,10/01/2019,12/31/2019,11/13/2019,CITIZENS FOR JASON ERVIN,1500.00,4074,TERRY,TEELE,10/26/2020
3480284256,07/01/2020,09/30/2020,08/13/2020,CITIZENS TO ELECT DAVID MOORE,250.00,24884,JOSEPH,MOORE,11/01/2020
742325843,01/01/2020,03/31/2020,02/18/2020,MELISSA FOR CHICAGO,1000.00,4162,MARY,MINAGHAN DBA MKM SERVICES,04/17/2020
603269045,01/01/2020,03/31/2020,02/26/2020,CITIZENS TO ELECT DAVID MOORE,250.00,24803,AMY,BARRY,07/10/2020
