CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_LAST_NAME,CREATED_DATE
1125954059,10/01/2014,12/31/2014,09/30/2014,FRIENDS OF GILBERT VILLEGAS,480.25,4107,JORGE,PEREZ,01/29/2015
3928087764,10/01/2018,12/31/2018,11/07/2018,FRIENDS OF GILBERT VILLEGAS,500.00,4254,ARNOLD,HARRIS,01/18/2019
1941512908,01/01/2019,03/31/2019,02/24/2019,GERY CHICO FOR MAYOR,1000.00,4019,ROBERT,MARKIN,01/17/2020
2866618318,07/01/2018,09/30/2018,09/21/2018,CHICAGO CITY COUNCIL LATINO CAUCUS FOUNDATION,50.00,4068,DONNA,PUGH,01/20/2019
2442466538,07/01/2014,09/30/2014,07/17/2014,ALDERMAN LESLIE HAIRSTON,300.00,3930,DAVID,DRING,10/30/2014
927512173,04/01/2017,06/30/2017,06/15/2017,FRIENDS OF GILBERT VILLEGAS,500.00,4007,JOHN,KELLY,12/14/2017
1554006417,07/01/2014,09/30/2014,09/27/2014,FRIENDS OF JEN KRAMER,500.00,3836,JOHN,DOERRER,10/08/2014
1005231055,01/01/2018,03/31/2018,03/06/2018,42ND WARD DEMOCRATIC ORGANIZATION,250.00,18001,ALAN,LEV,07/02/2018
2300679462,10/01/2012,12/31/2012,10/01/2012,PRECKWINKLE FOR PRESIDENT,150.00,4195,TIMOTHY,HINCHMAN,01/04/2013
171897175,07/01/2019,09/30/2019,09/12/2019,MELISSA FOR CHICAGO,150.00,21421,REBECCA,NOVAK,09/30/2019
2204732641,07/01/2015,09/30/2015,09/24/2015,CITIZENS FOR ALDERMAN REILLY,500.00,9621,MICHAEL,EZGUR,10/20/2015
1996821240,10/01/2017,12/31/2017,10/18/2017,CITIZENS FOR MUNOZ,500.00,4254,ARNOLD,HARRIS,01/05/2018
2439920823,01/01/2012,06/30/2012,02/21/2012,FRIENDS OF WALTER BURNETT,500.00,4332,MICHAEL,PAULOS,08/23/2012
662597607,10/01/2016,12/31/2016,12/31/2016,NONE,0.00,3979,JOHN,SUZUKI,01/09/2017
105555622,01/01/2019,03/31/2019,02/14/2019,CITIZENS FOR MALDONADO,250.00,4193,JOHN,DUNN,04/18/2019
2522262322,01/01/2015,03/31/2015,02/23/2015,CITIZENS TO ELECT JOHN POPE,1000.00,4107,JORGE,PEREZ,04/14/2015
2008424453,04/01/2017,06/30/2017,04/19/2017,CARRIE M. AUSTIN,125.00,18561,SYLVIA,MICHAS,10/18/2017
1786035910,01/01/2017,03/31/2017,02/09/2017,CITIZENS FOR REILLY,1000.00,6842,JOHN,GEORGE,12/19/2017
3790187873,01/01/2018,03/31/2018,02/28/2018,CITIZENS FOR HAIRSTON,500.00,3836,JOHN,DOERRER,07/02/2018
2544551260,07/01/2017,09/30/2017,08/01/2017,ALDERMAN BRIAN HOPKINS,1500.00,4074,TERRY,TEELE,10/26/2017
3523627570,10/01/2013,12/31/2013,12/16/2013,FRIENDS OF RODERICK T. SAWYER,500.00,8321,RICHARD,JOSEPH,01/15/2014
2308391792,01/01/2013,03/31/2013,01/17/2013,ALDERMAN GEORGE CARDENAS,500.00,4102,MIGUEL,ALBA,04/19/2013
4184667323,07/01/2016,09/30/2016,09/14/2016,ALDERMAN PATRICK O'CONNOR,500.00,3739,COURTNEY,NOTTAGE,11/02/2016
1026294827,10/01/2013,12/31/2013,11/01/2013,CITIZENS FOR CAPPLEMAN,1500.00,3918,LISA,OUZOUNION,01/21/2014
2743858448,01/01/2019,03/31/2019,01/12/2019,CITIZENS FOR ALDERMAN TOM TUNNEY - 44TH WARD,1000.00,4161,JEANETTE,SUBLETT,07/18/2019
4274280265,01/01/2012,06/30/2012,06/05/2012,ALDERMAN TOM TUNNEY,250.00,3740,MICHAEL,KASPER,12/21/2012
2320366347,04/01/2019,06/30/2019,04/11/2019,LIGHTFOOT FOR CHICAGO,1000.00,3828,LENNY,ASARO,07/26/2019
25422450,10/01/2014,12/31/2014,10/03/2014,DEMOCRATIC PARTY OF 49TH WARD (ALD JOE MOORE FUND-RAISER),250.00,4254,ARNOLD,HARRIS,01/23/2015
4184667323,07/01/2016,09/30/2016,09/14/2016,ALDERMAN PATRICK O'CONNOR,500.00,3740,MICHAEL,KASPER,11/02/2016
3618865656,10/01/2017,12/31/2017,10/25/2017,FRIENDS OF ED BURKE,200.00,18001,ALAN,LEV,01/08/2018
1685235920,01/01/2014,03/31/2014,02/24/2014,FRIENDS OF MICHELLE HARRIS,500.00,3847,GRAHAM,GRADY,01/14/2015
1126099141,07/01/2019,09/30/2019,08/26/2019,34TH WARD DEMOCRATIC PARTY,250.00,3836,JOHN,DOERRER,10/03/2019
3139113299,04/01/2017,06/30/2017,04/13/2017,HOPKINS FOR ALDERMAN,500.00,17901,MATTHEW,SUMMY,07/17/2017
2139126247,04/01/2013,06/30/2013,06/20/2013,CITIZENS FOR TUNNEY,300.00,3782,MARA,GEORGES,12/19/2013
1123085662,04/01/2013,06/30/2013,04/01/2013,NONE,0.00,4001,BERNARD,PARISOT,07/11/2013
4078611453,04/01/2016,06/30/2016,05/01/2016,FRIENDS OF GILBERT VIEGAS,1000.00,4082,THOMAS,LIVINGSTON,07/18/2016
3104657900,04/01/2017,06/30/2017,06/05/2017,CITIZENS FOR JOE MOORE,500.00,3894,JERRY,MICKELSON,09/27/2017
597490510,01/01/2012,06/30/2012,05/01/2012,FRIENDS OF WILL BURNS,100.00,3945,JOSEPH,MCDERMOTT,08/29/2012
4147847355,01/01/2015,03/31/2015,03/18/2015,CITIZENS TO ELECT EMMA MITTS,500.00,4162,MARY,MINAGHAN DBA MKM SERVICES,04/06/2015
1411210605,07/01/2018,09/30/2018,09/06/2018,ALD. TABARES,0.00,4312,TANYA,TRICHE - DAWOOD,10/09/2018
191742499,04/01/2014,06/30/2014,05/29/2014,BURNHAM COMMITTEE,500.00,4161,JEANETTE,SUBLETT,07/16/2014
3387426449,10/01/2017,12/31/2017,10/27/2017,8TH WARD REGULAR DEMOCRATIC ORGANIZATION,100.00,3955,LEWIS,POWELL,01/30/2018
1649622967,07/01/2017,09/30/2017,07/07/2017,"ALDERMAN, RODERICK SAWYER",100.00,3955,LEWIS,POWELL,10/18/2017
2962381977,07/01/2012,09/30/2012,07/02/2012,FORTY THIRD WARD DEMOCRATS,500.00,3989,WILLIAM,GRIFFIN,10/22/2012
4085516517,04/01/2014,06/30/2014,05/07/2014,CITIZENS FOR ALDERMAN AUSTIN,100.00,8181,KATE,TRAGESSER,11/07/2014
3838333893,01/01/2018,03/31/2018,03/23/2018,THE BURNHAM COMMITTEE,1500.00,18421,MATTHEW,DATTILO,01/16/2019
1295007648,01/01/2019,03/31/2019,02/04/2019,MELISSA FOR CHICAGO,225.00,4155,THOMAS,MURPHY,04/22/2019
4009975384,10/01/2016,12/31/2016,11/21/2016,CITIZENS FOR GREGORY HARRIS,250.00,9743,MICHAEL,ALEXANDER,01/12/2017
2002157867,01/01/2019,03/31/2019,02/20/2019,CITIZENS FOR JOE MOORE,1500.00,4193,JOHN,DUNN,04/18/2019
1495191869,10/01/2017,12/31/2017,10/30/2017,CITIZENS TO ELECT ANTHONY BEALE,500.00,4116,JEROME,SCHAIN,01/17/2018
2615289538,10/01/2012,12/31/2012,12/14/2012,FRIENDS OF FIORETTI (ALDERMAN BOB FIORETTI),125.00,4180,ROBERT,GAMRATH,01/16/2013
4270628061,04/01/2017,06/30/2017,06/16/2017,CITIZENS FOR PATRICK J. O'CONNOR,500.00,3740,MICHAEL,KASPER,12/08/2017
3916547770,01/01/2012,06/30/2012,02/07/2012,ALDERMAN RICHARD MELL,300.00,3739,COURTNEY,NOTTAGE,12/21/2012
1661817252,01/01/2012,06/30/2012,05/30/2012,FRIENDS OF WILL BURNS,500.00,3934,YAFAWN,SMITH,10/01/2012
2379413553,01/01/2019,03/31/2019,01/14/2019,FRIENDS OF PRECKWINKLE,750.00,3920,ANNE,FREDD,04/18/2019
394102578,10/01/2017,12/31/2017,11/20/2017,CITIZENS FOR DEB MELL,500.00,3930,DAVID,DRING,01/04/2018
2627308883,10/01/2012,12/31/2012,12/18/2012,CITIZENS TO ELECT LOLA LANE,30.00,4115,ELIZABETH,LIVELY,01/14/2013
2681477738,10/01/2018,12/31/2018,12/20/2018,CITIZENS FOR DEB MELL,250.00,22221,LUIS,ANDRADE,01/17/2019
2750035020,04/01/2014,06/30/2014,06/04/2014,ALDERMAN AMEYA PAWAR,300.00,3930,DAVID,DRING,10/30/2014
1281038621,01/01/2015,03/31/2015,02/10/2015,FRIENDS OF MIKE ZALEWSKI,500.00,3989,WILLIAM,GRIFFIN,04/16/2015
2887405439,10/01/2014,12/31/2014,12/09/2014,HOPKINS FOR CHICAGO,500.00,4115,ELIZABETH,LIVELY,01/06/2015
4141391669,04/01/2016,06/30/2016,06/07/2016,FRIENDS OF PATRICK THOMPSON,500.00,14921,PATRICK,CAREY,10/20/2016
1314075606,10/01/2017,12/31/2017,12/06/2017,ALD PAT DOWELL,200.00,3992,VIRGINIA,PACE,01/18/2018
3547088632,10/01/2019,12/31/2019,10/23/2019,ERVIN FOR COMMITTEEMAN,1500.00,17201,THOMAS,RAINES,01/30/2020
1440415887,10/01/2015,12/31/2015,12/15/2015,FRIENDS OF CARRIE AUSTIN,250.00,4154,DENNIS,O'SULLIVAN,01/07/2016
3062978660,04/01/2014,06/30/2014,07/08/2014,CHICAGO FIRE DEPARTMENT,0.00,4063,JODY,JOY,07/16/2014
4072050215,01/01/2013,03/31/2013,01/17/2013,FRIENDS OF GEORGE CARDENAS,250.00,4162,MARY,MINAGHAN DBA MKM SERVICES,04/17/2013
2754493292,07/01/2018,09/30/2018,06/15/2018,FRIENDS FOR VALENCIA,1000.00,3836,JOHN,DOERRER,10/04/2018
2926945390,04/01/2015,06/30/2015,06/17/2002,TONI PRECKWINKLE,750.00,3920,ANNE,FREDD,07/02/2015
322962119,01/01/2019,03/31/2019,03/21/2019,MELISSA CONYEARS-ERVIN,250.00,10821,JAMES,WATSON,04/01/2019
1724039669,01/01/2013,03/31/2013,03/25/2013,25TH WARD REGULAR DEMOCRATIC ORGANIZATION (CELEBRATING 17 YEARS OF SERVICE BY ALDERMAN SOLIS),150.00,4094,DANIELLE,CASSEL,12/23/2013
829552048,01/01/2016,03/31/2016,02/25/2016,FRIENDS OF JOHN D'AMICO,1500.00,6961,SARAH,CALDER,07/18/2016
1563419236,01/01/2019,03/31/2019,02/01/2019,GERY CHICO (CHICAGO FOR MAYOR),100.00,18561,SYLVIA,MICHAS,01/17/2020
1608566530,01/01/2016,03/31/2016,02/24/2016,11TH WARD DEMOCRATIC PARTY CAMPAIGN COMMITTEE,300.00,3740,MICHAEL,KASPER,11/02/2016
3160829613,07/01/2014,09/30/2014,09/30/2014,FRIENDS OF DICK DURBIN,500.00,6842,JOHN,GEORGE,01/26/2015
3152836424,04/01/2017,06/30/2017,05/31/2017,FRIENDS OF GILBERT VILLEGAS,250.00,9082,JOSEPH,PILEWSKI,09/29/2017
2980863382,04/01/2019,06/30/2019,06/13/2019,FRIENDS OF NICHOLAS SPOSATO,300.00,3985,PAUL,ROSENFELD,10/21/2019
1411586236,01/01/2014,03/31/2014,03/27/2014,FRIENDS OF GEORGE CARDENAS,250.00,4107,JORGE,PEREZ,04/21/2014
2637105942,10/01/2016,12/31/2016,09/14/2016,CITIZENS FOR PATRICK O'CONNOR,1000.00,6961,SARAH,CALDER,01/09/2017
127435030,10/01/2018,12/31/2018,12/20/2018,CITIZENS TO ELECT ANTHONY BEALE,500.00,22221,LUIS,ANDRADE,01/17/2019
1827175557,01/01/2019,03/31/2019,02/11/2019,HILARIO DOMINGUEZ,750.00,4116,JEROME,SCHAIN,04/22/2019
1110241307,01/01/2019,03/31/2019,03/19/2019,TONI FOR CHICAGO,250.00,3857,ROBERT,REPEL,08/05/2019
664895426,01/01/2012,06/30/2012,02/23/2012,FRIENDS TO ELECT TONI FOULKES,150.00,4115,ELIZABETH,LIVELY,08/29/2012
1655998548,04/01/2018,06/30/2018,06/11/2018,36TH WARD PAC,418.07,3743,MARCUS,NUNES,10/23/2018
585836868,01/01/2019,03/31/2019,03/31/2019,N/A,0.00,3820,MORGAN,BASSEY,04/03/2019
3238765024,01/01/2014,03/31/2014,01/20/2014,CITIZENS FOR ALD. BRANDON REILLY,500.00,7402,DEAN,MARAGOS,04/14/2014
3978340989,01/01/2019,03/31/2019,02/11/2019,FRIENDS OF CASEY SMAGALA,250.00,9441,JASON,LUNDERMAN,04/17/2019
1471256833,04/01/2014,06/30/2014,06/13/2014,CITIZENS FOR PAT DOWELL,100.00,4115,ELIZABETH,LIVELY,07/15/2014
2753796119,04/01/2019,06/30/2019,04/04/2019,LIGHTFOOT FOR CHICAGO,750.00,14921,PATRICK,CAREY,07/19/2019
2976993006,10/01/2015,12/31/2015,10/15/2015,KURT SUMMERS,1500.00,11301,MARY KATE,DALY,01/20/2016
4080466273,10/01/2014,12/31/2014,10/07/2014,8TH WARD REGULAR DEM ORG,500.00,3836,JOHN,DOERRER,01/06/2015
2649230319,01/01/2019,03/31/2019,02/01/2019,GERY CHICO,300.00,4246,JOSEPH,GATTUSO,01/17/2020
2000356240,10/01/2015,12/31/2015,10/22/2015,FRIENDS OF MARGARET LAURINO,250.00,4162,MARY,MINAGHAN DBA MKM SERVICES,01/11/2016
2405122831,07/01/2016,09/30/2016,08/19/2016,ALD TONI FOULKES,250.00,4193,JOHN,DUNN,11/29/2016
3132101880,01/01/2017,03/31/2017,02/03/2017,CITIZENS FOR REILLY,1000.00,9621,MICHAEL,EZGUR,10/18/2017
3142279182,01/01/2019,03/31/2019,02/12/2019,FRIENDS OF SUSANA MENDOZA,300.00,4155,THOMAS,MURPHY,04/22/2019
504184663,10/01/2016,12/31/2016,10/03/2016,CITIZENS FOR BRIDGET GAINER,500.00,3894,JERRY,MICKELSON,01/12/2017
1829369953,01/01/2019,03/31/2019,03/13/2019,ROD SAWYER,500.00,13761,MICHAEL,AXELROD,11/04/2019
2700425852,01/01/2013,03/31/2013,04/16/2013,STEVEN GINSBERG,0.00,3988,STEVEN,GINSBERG,01/22/2014
2127097797,01/01/2015,03/31/2015,01/28/2015,FRIENDS OF CORNELL WILSON,150.00,9441,JASON,LUNDERMAN,04/20/2015
3978398728,07/01/2013,09/30/2013,09/10/2013,ALDERMAN BRENDAN REILLY,500.00,6401,DEAN,MARAGOS,10/11/2013
1141264780,10/01/2018,12/31/2018,12/17/2018,FRIENDS OF MICHELE SMITH,500.00,3845,ROLANDO,ACOSTA,01/21/2019
578469494,04/01/2013,06/30/2013,06/12/2013,19TH WARD DEMOCRATIC ORG.,250.00,3964,MARY KAY,BONOMA,07/22/2013
1170862950,04/01/2018,06/30/2018,05/08/2018,19TH WARD DEMOCRATIC ORGANIZATION,250.00,4193,JOHN,DUNN,09/18/2018
1394213527,04/01/2016,06/30/2016,06/08/2016,19TH WARD DEMOCRATIC ORGANIZATION,500.00,4254,ARNOLD,HARRIS,07/12/2016
3347990901,04/01/2015,06/30/2015,04/01/2015,FRIENDS OF CHRISTOPHER VITTORIO,250.00,4193,JOHN,DUNN,12/23/2015
1003450702,07/01/2019,09/30/2019,09/26/2019,FRIENDS OF MATT O'SHEA,500.00,3753,LANGDON,NEAL,02/07/2020
1405977833,01/01/2019,03/31/2019,01/28/2019,FRIENDS OF EMMA MITTS,125.00,20822,DONALD,WILLIAMS,06/24/2019
1309601645,10/01/2018,12/31/2018,12/02/2018,"RODERICK T. SAWYER - NEAL & LEROY, LLC",1000.00,3753,LANGDON,NEAL,01/21/2019
71417002,07/01/2018,09/30/2018,09/17/2018,ALDERMAN OSTERMAN,0.00,4312,TANYA,TRICHE - DAWOOD,10/09/2018
145943920,10/01/2013,12/31/2013,12/31/2013,NONE,0.00,3979,JOHN,SUZUKI,01/20/2014
4272692744,01/01/2014,03/31/2014,03/31/2014,ALD. SOLIS,1000.00,6842,JOHN,GEORGE,01/26/2015
1829085749,01/01/2013,03/31/2013,03/29/2013,STEWART,0.00,5123,GARY,ENGLE,04/01/2013
2725342013,01/01/2019,03/31/2019,03/21/2019,FRIENDS OF SAMANTHA NUGENT FOR 39TH WARD ALDERMAN,100.00,5481,ANITA,MAURO,04/17/2019
1756459629,04/01/2017,06/30/2017,05/09/2017,FRIENDS OF WALTER BURNETT,1000.00,18001,ALAN,LEV,06/30/2017
2881787328,04/01/2017,06/30/2017,06/27/2017,24TH WARD DEMOCRATIC ORGANIZATION,250.00,4072,JOHN,BOROVICKA,12/14/2017
2710121872,10/01/2018,12/31/2018,10/16/2018,CONCERNED CITIZENS OF TINLEY PARK,200.00,4116,JEROME,SCHAIN,01/21/2019
2655848453,10/01/2018,12/31/2018,10/30/2018,FRIENDS OF SUSAN SADLOWSKI GARZA,250.00,4239,KEVIN,WOLFBERG,01/21/2019
4232660229,10/01/2017,12/31/2017,10/13/2017,11TH WARD DEMOCRATIC PARTY CAMPAIGN ORGANIZATION,500.00,3930,DAVID,DRING,01/04/2018
851197961,04/01/2013,06/30/2013,05/09/2013,ALDERMAN WILL BURNS,1000.00,3930,DAVID,DRING,09/24/2013
23103016,07/01/2019,09/30/2019,09/25/2019,MIKE RODRIGUEZ,250.00,13761,MICHAEL,AXELROD,11/04/2019
2221994237,04/01/2017,06/30/2017,05/19/2017,CITIZENS FOR WAGUESPACK,250.00,8162,GERY,CHICO,01/16/2018
3642007019,10/01/2015,12/31/2015,11/09/2015,FRIENDS OF MICHELLE SMITH,500.00,3845,ROLANDO,ACOSTA,01/18/2016
2931972955,01/01/2015,03/31/2015,01/27/2015,HOPKINS FOR CHICAGO,1000.00,3836,JOHN,DOERRER,12/15/2015
3348425837,01/01/2019,03/31/2019,03/27/2019,LIGHTFOOT FOR CHICAGO,1500.00,22921,ROBERT,GARVIN,04/16/2019
2811199671,07/01/2016,09/30/2016,07/27/2016,FRIENDS OF CARDENAS,750.00,3836,JOHN,DOERRER,10/06/2016
407712889,01/01/2012,06/30/2012,04/13/2012,CITIZENS TO ELECT JOHN ARENA,100.00,3743,MARCUS,NUNES,10/20/2012
4106518005,01/01/2014,03/31/2014,03/21/2014,ZONING COMMITTEE CHAIRMAN DANIEL SOLIS,150.00,4094,DANIELLE,CASSEL,04/15/2014
2406739610,10/01/2012,12/31/2012,11/01/2012,ALDERMAN ED BURKE NO PERSONAL CONTRIBUTIONS IN 2012,0.00,3924,CHARLES,PARNELL,02/28/2013
1670116924,10/01/2014,12/31/2014,11/17/2014,ALDERMAN JASON ERVIN,150.00,10821,JAMES,WATSON,01/12/2015
3463999000,07/01/2015,09/30/2015,08/17/2015,14TH WARD DEMOCRATIC ORGANIZATION,1500.00,3926,ROBERT,MOLARO,10/13/2015
453977536,07/01/2015,09/30/2015,09/21/2015,EMMA MITTA,150.00,3824,DANIEL,SHOMON,10/16/2015
3371207556,01/01/2018,03/31/2018,03/15/2018,44TH WARD DEMOCRATIC ORGANIZAITON,500.00,3894,JERRY,MICKELSON,04/02/2018
3929573011,07/01/2014,09/30/2014,08/27/2014,WALTER BURNETT,500.00,8162,GERY,CHICO,10/24/2014
1679845760,01/01/2017,03/31/2017,02/23/2017,FRIENDS OF MICHELE SMITH,150.00,4160,EDWARD,KUS,10/16/2017
3532011762,01/01/2019,03/31/2019,01/23/2019,CITIZENS FOR REILLY,1500.00,4162,MARY,MINAGHAN DBA MKM SERVICES,01/23/2020
334755771,07/01/2016,09/30/2016,08/10/2016,FRIENDS OF LESLIE A. HAIRSTON,250.00,6961,SARAH,CALDER,10/12/2016
2258993313,10/01/2016,12/31/2016,10/26/2016,ALDERMAN EDWARD M. BURKE,1500.00,3740,MICHAEL,KASPER,01/13/2017
2385538167,10/01/2018,12/31/2018,12/20/2018,GERY CHICO,1500.00,19621,JOHN,HARTMAN,02/13/2019
4189597693,01/01/2019,03/31/2019,01/25/2019,CITIZENS TO ELECT JOHN ARENA,250.00,4068,DONNA,PUGH,07/18/2019
1252483283,01/01/2012,06/30/2012,05/17/2012,FRIENDS OF WILL BURNS,250.00,4160,EDWARD,KUS,09/27/2012
2516596524,04/01/2015,06/30/2015,06/23/2015,FRIENDS OF GEORGE A. CARDENAS,250.00,4154,DENNIS,O'SULLIVAN,01/07/2016
1658412667,01/01/2019,03/31/2019,02/20/2019,FRIENDS FOR DAVID HERRERA,125.00,9621,MICHAEL,EZGUR,12/17/2019
1005231055,01/01/2018,03/31/2018,03/06/2018,42ND WARD DEMOCRATIC ORGANIZATION,250.00,17962,DAVID,RUTTENBERG,04/12/2018
796384389,01/01/2015,03/31/2015,02/04/2015,FRIENDS OF JOANN THOMPSON,500.00,4236,MICHAEL,BROWN,06/24/2015
3339572368,10/01/2012,12/31/2012,10/04/2012,FRIENDS OF MATT O'SHEA,500.00,6181,YAFAWN,SMITH,01/23/2013
2601124498,01/01/2015,03/31/2015,02/18/2015,CITIZENS FOR JOE MOORE,250.00,3735,MARK,FARY,08/20/2015
801098331,10/01/2014,12/31/2014,11/13/2014,EDWARD M. BURKE,500.00,4070,CHARLES,BERNARDINI,01/16/2015
1522405465,01/01/2016,03/31/2016,01/04/2016,FRIENDS OF MIKE ALVAREZ,1000.00,3894,JERRY,MICKELSON,04/10/2016
1192486164,04/01/2016,06/30/2016,05/22/2016,HOPKINS FOR CHICAGO,500.00,4180,ROBERT,GAMRATH,07/19/2016
1099429825,01/01/2019,03/31/2019,02/19/2019,HOWARD BROOKINS JR,250.00,10821,JAMES,WATSON,04/01/2019
2085842488,01/01/2018,03/31/2018,01/26/2018,FRIENDS OF VALENCIA,500.00,3836,JOHN,DOERRER,07/02/2018
2401964116,01/01/2017,03/31/2017,02/16/2017,ALDERMAN SOPHIA KING,500.00,3847,GRAHAM,GRADY,01/22/2018
3180803497,01/01/2013,03/31/2013,02/21/2013,ALDERMAN JASON ERVIN,300.00,3739,COURTNEY,NOTTAGE,09/24/2013
1602753766,07/01/2015,09/30/2015,09/15/2015,23RD WARD DEMOCRATIC ORGANIZATION,500.00,6842,JOHN,GEORGE,11/25/2015
4282343200,01/01/2013,03/31/2013,03/11/2013,CHICAGO FOR RAHM EMANUEL,500.00,4183,MICHAEL,SUTTON,04/25/2013
3388084830,07/01/2018,09/30/2018,07/25/2018,FRIENDS TO ELECT TONI FOULKES,250.00,4155,THOMAS,MURPHY,10/16/2018
72289476,01/01/2017,03/31/2017,02/28/2017,CITY CLERK - ANNA VALENCIA,100.00,3847,GRAHAM,GRADY,01/22/2018
3747746943,01/01/2019,03/31/2019,02/07/2019,FRIENDS OF SAMANTHA NUGENT FOR 39TH WARD ALDERMAN,100.00,5481,ANITA,MAURO,04/17/2019
1843778986,07/01/2015,09/30/2015,09/21/2015,CITIZENS TO ELECT EMMA MITTS,125.00,6703,BRENDAN,SHILLER,04/19/2016
3257169322,04/01/2018,06/30/2018,04/05/2018,JOHN ARENA,200.00,4072,JOHN,BOROVICKA,09/19/2018
1057599234,10/01/2016,12/31/2016,10/26/2016,ALDERMAN RODERICK T. SAWYER,300.00,3930,DAVID,DRING,01/10/2017
553362246,01/01/2016,03/31/2016,02/23/2016,CITIZENS TO ELECT JOHN ARENA,200.00,4155,THOMAS,MURPHY,04/20/2016
4186093397,04/01/2013,06/30/2013,06/10/2013,FRIENDS OF GEORGE A. CARDENAS,500.00,4115,ELIZABETH,LIVELY,07/11/2013
4275177392,04/01/2016,06/30/2016,06/08/2016,FRIENDS OF WALTER BURNETT JR,500.00,4254,ARNOLD,HARRIS,07/12/2016
3477847626,01/01/2015,03/31/2015,02/11/2015,BRENDAN REILLY,150.00,3824,DANIEL,SHOMON,04/17/2015
2761910139,01/01/2019,03/31/2019,03/18/2019,LIGHTFOOT FOR CHICAGO,500.00,4157,BRIDGET,O'KEEFE,01/15/2020
3750725692,01/01/2017,03/31/2017,03/29/2017,CITIZENS FOR TUNNEY,300.00,6961,SARAH,CALDER,04/24/2017
271155774,07/01/2012,09/30/2012,08/14/2012,CITIZENS FOR TIM CULLERTON,500.00,3944,STACY,DAVIS GATES,12/13/2012
893425837,04/01/2014,06/30/2014,05/28/2014,CITIZENS FOR JOE MOORE,1000.00,3894,JERRY,MICKELSON,07/13/2014
2049088705,10/01/2016,12/31/2016,10/24/2016,FRIENDS OF EDWARD M. BURKE,1500.00,6961,SARAH,CALDER,01/09/2017
3037971844,10/01/2013,12/31/2013,10/03/2013,FRIENDS OF ALDERMAN CARRIE AUSTIN,1000.00,6842,JOHN,GEORGE,01/30/2014
887001393,04/01/2017,06/30/2017,06/16/2017,25TH WARD REGULAR DEMOCRATIC ORGANIZATION,500.00,3739,COURTNEY,NOTTAGE,12/08/2017
3513465609,10/01/2013,12/31/2013,12/17/2013,ALDERMAN DEBRA SILVERSTEIN,500.00,3740,MICHAEL,KASPER,01/08/2014
457996900,01/01/2012,06/30/2012,04/06/2012,BURNHAM COMMITTEE,1500.00,4193,JOHN,DUNN,08/30/2012
3120534039,01/01/2015,03/31/2015,03/10/2015,FRIENDS OF LONA LANE,150.00,4155,THOMAS,MURPHY,04/23/2015
1418848323,10/01/2019,12/31/2019,11/26/2019,FRIENDS OF SUSAN SADLOWSKI GARZA,1500.00,4126,MICHAEL,ALVAREZ,01/06/2020
1488382324,10/01/2013,12/31/2013,11/18/2013,CITIZENS FOR ALDERMAN JOHN POPE,500.00,4155,THOMAS,MURPHY,01/20/2014
57616270,01/01/2015,03/31/2015,02/23/2015,COMMITTEE TO ELECT ANTHONY BEALE,1000.00,3985,PAUL,ROSENFELD,04/08/2015
3079331288,10/01/2017,12/31/2017,10/16/2017,FRIENDS OF MATT O'SHEA,1000.00,4082,THOMAS,LIVINGSTON,01/09/2018
50074547,10/01/2017,12/31/2017,10/18/2017,CITIZENS FOR REILLY,1500.00,4254,ARNOLD,HARRIS,01/05/2018
2548730632,07/01/2018,09/30/2018,07/17/2018,FRIENDS OF MICHAEL NEGRON,250.00,4193,JOHN,DUNN,10/19/2018
814561048,07/01/2017,09/30/2017,09/27/2017,FRIENDS OF ED BURKE,1500.00,18121,PETER,SKOSEY,10/02/2017
3566527609,10/01/2014,12/31/2014,12/31/2014,41ST WARD ALDERMAN MARY O'CONNOR,500.00,3805,EILEEN,MITCHELL,01/23/2015
96822051,04/01/2013,06/30/2013,04/26/2013,FRIENDS OF WILL BURNS,150.00,4115,ELIZABETH,LIVELY,07/11/2013
4045895265,07/01/2019,09/30/2019,09/04/2019,CITIZENS FOR REILLY,150.00,3824,DANIEL,SHOMON,10/08/2019
226872596,07/01/2013,09/30/2013,09/24/2013,FRIENDS OF NICHOLAS SPOSATO,250.00,4332,MICHAEL,PAULOS,10/22/2013
3753169537,01/01/2019,03/31/2019,01/24/2019,GERY CHICO FOR MAYOR,1500.00,3743,MARCUS,NUNES,01/17/2020
1393911294,07/01/2017,09/30/2017,09/28/2017,25TH WARD REGULAR DEMOCRATIC ORGANIZATION,500.00,18001,ALAN,LEV,10/04/2017
1495937212,10/01/2016,12/31/2016,12/13/2016,FRIENDS OF MICHAEL SCOTT JR,1000.00,14103,MALCOLM,WEEMS,01/17/2017
4188411060,10/01/2018,12/31/2018,11/13/2018,FRIENDS OF EDWARD M BURKE,1500.00,14921,PATRICK,CAREY,01/18/2019
1997288963,01/01/2015,03/31/2015,03/27/2015,FRIENDS OF CHRIS TALIAFERRO,1500.00,4183,MICHAEL,SUTTON,05/29/2015
2090251364,01/01/2019,03/31/2019,03/13/2019,AMEYA PAWAR,25.00,23701,JAMIE,GRAVES,04/05/2019
3046349778,04/01/2018,06/30/2018,06/02/2018,HOPKINS FOR CHICAGO,1500.00,4007,JOHN,KELLY,12/18/2018
