Id,Label,timeset,count,modularity_class,clustering,triangles,eigencentrality
18282,18282,,2,56,0,0,0.001558
13961,13961,,2,57,0,0,0.001558
20208,20208,,2,57,0,0,0.001558
13381,13381,,2,58,1,1,0.009291
4825,4825,,3,58,0.666667,4,0.015712
3871,3871,,3,58,0.666667,4,0.015712
11721,11721,,5,59,0,0,0.001558
12242,12242,,3,59,0,0,0.001558
3896,3896,,3,60,0.333333,1,0.006845
3976,3976,,2,60,1,1,0.005514
3975,3975,,2,60,0,0,0.002998
4187,4187,,2,60,1,1,0.005514
16021,16021,,3,61,0,0,0.001558
14042,14042,,4,61,0,0,0.001558
4341,4341,,4,62,0,0,0.001558
10222,10222,,2,62,0,0,0.001558
3758,3758,,2,38,1,1,0.028057
16643,16643,,2,63,0,0,0.001558
15641,15641,,2,63,0,0,0.001558
16601,16601,,9,64,0,0,0.002133
20362,20362,,15,64,0,0,0.002133
20083,20083,,4,64,0,0,0.003335
4140,4140,,5,3,0,0,0.043246
4163,4163,,4,67,0,0,0.003926
11421,11421,,4,67,0,0,0.003926
3854,3854,,2,67,0,0,0.002244
4151,4151,,2,41,0,0,0.002998
4078,4078,,4,65,0,0,0.001558
3811,3811,,4,65,0,0,0.001558
4096,4096,,8,66,0,0,0.001558
3827,3827,,7,66,0,0,0.001558
4238,4238,,10,0,0,0,0.007458
18781,18781,,2,67,0,0,0.002244
6522,6522,,3,68,0,0,0.001558
4319,4319,,4,68,0,0,0.001558
4823,4823,,2,58,1,3,0.013285
4824,4824,,2,58,1,3,0.013285
6021,6021,,2,69,0,0,0.001558
9901,9901,,4,69,0,0,0.001558
3942,3942,,7,70,0,0,0.002244
4224,4224,,3,71,1,1,0.00659
4360,4360,,4,71,0.666667,2,0.008664
7381,7381,,4,71,0.666667,2,0.008664
5321,5321,,2,72,0,0,0.002328
12901,12901,,3,71,1,1,0.00659
12321,12321,,3,73,0,0,0.001558
13301,13301,,2,73,0,0,0.001558
4277,4277,,3,74,0,0,0.001558
5107,5107,,4,74,0,0,0.001558
4249,4249,,3,75,0,0,0.001558
4212,4212,,3,75,0,0,0.001558
3908,3908,,4,16,0,0,0.073823
6848,6848,,2,76,1,1,0.004774
4036,4036,,2,76,1,1,0.004774
4035,4035,,2,76,1,1,0.004774
4137,4137,,2,77,0,0,0.001558
3921,3921,,2,77,0,0,0.001558
3938,3938,,3,78,0,0,0.001558
3791,3791,,2,78,0,0,0.001558
6523,6523,,2,79,0,0,0.001558
22301,22301,,2,79,0,0,0.001558
4272,4272,,4,80,0,0,0.001558
3787,3787,,2,80,0,0,0.001558
4000,4000,,3,81,0,0,0.001558
4329,4329,,4,81,0,0,0.001558
25186,25186,,3,82,0,0,0.001558
25227,25227,,3,82,0,0,0.001558
23981,23981,,2,83,0,0,0
16161,16161,,2,84,0,0,0
24628,24628,,1,85,0,0,0
24582,24582,,1,86,0,0,0
16501,16501,,11,87,0,0,0
12641,12641,,2,88,0,0,0
21521,21521,,2,89,0,0,0
3795,3795,,8,90,0,0,0
4406,4406,,2,91,0,0,0
24175,24175,,2,92,0,0,0
4333,4333,,6,93,0,0,0
24845,24845,,1,94,0,0,0
10821,10821,,3,95,0,0,0
3851,3851,,3,96,0,0,0
22722,22722,,1,97,0,0,0
20561,20561,,1,98,0,0,0
24796,24796,,1,99,0,0,0
3857,3857,,4,100,0,0,0
20481,20481,,1,101,0,0,0
24735,24735,,1,102,0,0,0
24876,24876,,1,103,0,0,0
24671,24671,,1,104,0,0,0
22741,22741,,2,105,0,0,0
4397,4397,,55,106,0,0,0
13761,13761,,21,107,0,0,0
23782,23782,,2,108,0,0,0
21846,21846,,5,109,0,0,0
24931,24931,,1,110,0,0,0
3836,3836,,26,111,0,0,0
23801,23801,,1,112,0,0,0
24223,24223,,1,113,0,0,0
24795,24795,,1,114,0,0,0
24867,24867,,1,115,0,0,0
22783,22783,,1,116,0,0,0
6405,6405,,2,117,0,0,0
17521,17521,,2,118,0,0,0
25106,25106,,1,119,0,0,0
24718,24718,,1,120,0,0,0
18901,18901,,2,121,0,0,0
25029,25029,,1,122,0,0,0
24403,24403,,1,123,0,0,0
6781,6781,,1,124,0,0,0
24083,24083,,1,125,0,0,0
6161,6161,,4,126,0,0,0
23361,23361,,2,127,0,0,0
24811,24811,,2,128,0,0,0
7402,7402,,8,129,0,0,0
24074,24074,,2,130,0,0,0
14103,14103,,12,131,0,0,0
23701,23701,,1,132,0,0,0
25050,25050,,1,133,0,0,0
4189,4189,,3,134,0,0,0
16202,16202,,2,135,0,0,0
24927,24927,,1,136,0,0,0
24803,24803,,1,137,0,0,0
15501,15501,,1,138,0,0,0
18782,18782,,1,139,0,0,0
24918,24918,,1,140,0,0,0
4070,4070,,6,141,0,0,0
13621,13621,,1,142,0,0,0
15261,15261,,1,143,0,0,0
3895,3895,,3,144,0,0,0
23522,23522,,1,145,0,0,0
24085,24085,,1,146,0,0,0
24814,24814,,1,147,0,0,0
24485,24485,,4,148,0,0,0
3752,3752,,34,149,0,0,0
24743,24743,,1,150,0,0,0
24741,24741,,1,151,0,0,0
24901,24901,,2,152,0,0,0
9601,9601,,7,153,0,0,0
24911,24911,,1,154,0,0,0
21002,21002,,2,155,0,0,0
24261,24261,,1,156,0,0,0
23424,23424,,10,157,0,0,0
23826,23826,,1,158,0,0,0
13241,13241,,3,159,0,0,0
4155,4155,,29,160,0,0,0
5127,5127,,2,161,0,0,0
25003,25003,,1,162,0,0,0
23481,23481,,1,163,0,0,0
25004,25004,,1,164,0,0,0
4298,4298,,14,165,0,0,0
24707,24707,,1,166,0,0,0
24884,24884,,15,167,0,0,0
4082,4082,,2,168,0,0,0
24022,24022,,2,169,0,0,0
3735,3735,,5,170,0,0,0
11485,11485,,1,171,0,0,0
24765,24765,,1,172,0,0,0
5201,5201,,1,173,0,0,0
9082,9082,,13,174,0,0,0
23883,23883,,2,175,0,0,0
23861,23861,,3,176,0,0,0
25013,25013,,1,177,0,0,0
4067,4067,,17,178,0,0,0
24783,24783,,1,179,0,0,0
23121,23121,,1,180,0,0,0
25045,25045,,1,181,0,0,0
25048,25048,,1,182,0,0,0
25021,25021,,1,183,0,0,0
22001,22001,,9,184,0,0,0
24764,24764,,1,185,0,0,0
25028,25028,,1,186,0,0,0
24830,24830,,2,187,0,0,0
3964,3964,,1,188,0,0,0
3985,3985,,27,189,0,0,0
24863,24863,,1,190,0,0,0
24969,24969,,1,191,0,0,0
24910,24910,,1,192,0,0,0
25082,25082,,1,193,0,0,0
24381,24381,,1,194,0,0,0
15721,15721,,6,195,0,0,0
3989,3989,,10,196,0,0,0
3955,3955,,3,197,0,0,0
3824,3824,,10,198,0,0,0
19381,19381,,6,199,0,0,0
24773,24773,,1,200,0,0,0
25023,25023,,1,201,0,0,0
24967,24967,,1,202,0,0,0
18421,18421,,7,203,0,0,0
13282,13282,,26,204,0,0,0
25025,25025,,1,205,0,0,0
24729,24729,,1,206,0,0,0
24878,24878,,1,207,0,0,0
25024,25024,,1,208,0,0,0
24171,24171,,1,209,0,0,0
12861,12861,,4,210,0,0,0
25081,25081,,1,211,0,0,0
24310,24310,,1,212,0,0,0
9041,9041,,1,213,0,0,0
22781,22781,,1,214,0,0,0
24924,24924,,1,215,0,0,0
24779,24779,,1,216,0,0,0
22141,22141,,1,217,0,0,0
8961,8961,,2,218,0,0,0
24966,24966,,1,219,0,0,0
23942,23942,,1,220,0,0,0
20547,20547,,1,221,0,0,0
18461,18461,,2,222,0,0,0
24909,24909,,1,223,0,0,0
12521,12521,,2,224,0,0,0
4203,4203,,2,225,0,0,0
11381,11381,,6,226,0,0,0
16541,16541,,3,227,0,0,0
24503,24503,,1,228,0,0,0
21802,21802,,1,229,0,0,0
4065,4065,,2,230,0,0,0
24763,24763,,2,231,0,0,0
20841,20841,,5,232,0,0,0
25052,25052,,1,233,0,0,0
24720,24720,,2,234,0,0,0
24968,24968,,1,235,0,0,0
3996,3996,,5,236,0,0,0
23941,23941,,1,237,0,0,0
21261,21261,,3,238,0,0,0
24563,24563,,2,239,0,0,0
20641,20641,,2,240,0,0,0
24644,24644,,1,241,0,0,0
24778,24778,,1,242,0,0,0
3991,3991,,5,243,0,0,0
22901,22901,,1,244,0,0,0
24904,24904,,1,245,0,0,0
24698,24698,,1,246,0,0,0
24609,24609,,1,247,0,0,0
24742,24742,,1,248,0,0,0
24679,24679,,1,249,0,0,0
24887,24887,,1,250,0,0,0
25046,25046,,1,251,0,0,0
24692,24692,,1,252,0,0,0
20581,20581,,1,253,0,0,0
11941,11941,,1,254,0,0,0
16542,16542,,2,255,0,0,0
24861,24861,,2,256,0,0,0
23828,23828,,1,257,0,0,0
23501,23501,,1,258,0,0,0
24784,24784,,1,259,0,0,0
21844,21844,,1,260,0,0,0
24780,24780,,1,261,0,0,0
24734,24734,,1,262,0,0,0
6163,6163,,4,263,0,0,0
24323,24323,,1,264,0,0,0
24766,24766,,1,265,0,0,0
23943,23943,,2,266,0,0,0
23621,23621,,2,267,0,0,0
24302,24302,,1,268,0,0,0
19481,19481,,1,269,0,0,0
24423,24423,,1,270,0,0,0
13701,13701,,1,271,0,0,0
4180,4180,,11,272,0,0,0
13781,13781,,2,273,0,0,0
12241,12241,,3,274,0,0,0
24313,24313,,1,275,0,0,0
24785,24785,,1,276,0,0,0
4214,4214,,1,277,0,0,0
24103,24103,,1,278,0,0,0
17901,17901,,2,279,0,0,0
10801,10801,,2,280,0,0,0
23902,23902,,1,281,0,0,0
22261,22261,,1,282,0,0,0
4219,4219,,25,283,0,0,0
23141,23141,,1,284,0,0,0
24164,24164,,1,285,0,0,0
20801,20801,,3,286,0,0,0
24699,24699,,1,287,0,0,0
24961,24961,,1,288,0,0,0
24314,24314,,1,289,0,0,0
24840,24840,,1,290,0,0,0
19902,19902,,1,291,0,0,0
18362,18362,,1,292,0,0,0
22204,22204,,1,293,0,0,0
19904,19904,,1,294,0,0,0
24865,24865,,1,295,0,0,0
24674,24674,,1,296,0,0,0
24730,24730,,1,297,0,0,0
22203,22203,,1,298,0,0,0
22181,22181,,1,299,0,0,0
24721,24721,,1,300,0,0,0
4064,4064,,22,301,0,0,0
24727,24727,,1,302,0,0,0
24747,24747,,1,303,0,0,0
24722,24722,,1,304,0,0,0
8201,8201,,1,305,0,0,0
24842,24842,,1,306,0,0,0
24786,24786,,1,307,0,0,0
24642,24642,,1,308,0,0,0
24963,24963,,1,309,0,0,0
3917,3917,,2,310,0,0,0
23521,23521,,2,311,0,0,0
24421,24421,,2,312,0,0,0
4150,4150,,11,313,0,0,0
24627,24627,,1,314,0,0,0
21845,21845,,1,315,0,0,0
24282,24282,,1,316,0,0,0
24284,24284,,1,317,0,0,0
19221,19221,,2,318,0,0,0
24104,24104,,1,319,0,0,0
24684,24684,,2,320,0,0,0
23381,23381,,2,321,0,0,0
8081,8081,,1,322,0,0,0
3799,3799,,1,323,0,0,0
24562,24562,,1,324,0,0,0
19981,19981,,1,325,0,0,0
24731,24731,,1,326,0,0,0
24864,24864,,1,327,0,0,0
24866,24866,,1,328,0,0,0
24881,24881,,1,329,0,0,0
17801,17801,,1,330,0,0,0
24063,24063,,1,331,0,0,0
4371,4371,,13,332,0,0,0
4143,4143,,1,333,0,0,0
16921,16921,,1,334,0,0,0
3997,3997,,1,335,0,0,0
4266,4266,,1,336,0,0,0
24172,24172,,1,337,0,0,0
4218,4218,,1,338,0,0,0
15161,15161,,1,339,0,0,0
21701,21701,,2,340,0,0,0
15221,15221,,1,341,0,0,0
4255,4255,,2,342,0,0,0
8421,8421,,2,343,0,0,0
5361,5361,,4,344,0,0,0
9161,9161,,1,345,0,0,0
11781,11781,,2,346,0,0,0
14301,14301,,2,347,0,0,0
4029,4029,,1,348,0,0,0
17602,17602,,1,349,0,0,0
6621,6621,,2,350,0,0,0
13801,13801,,1,351,0,0,0
18603,18603,,2,352,0,0,0
4330,4330,,2,353,0,0,0
6401,6401,,1,354,0,0,0
21803,21803,,1,355,0,0,0
5301,5301,,1,356,0,0,0
5302,5302,,2,357,0,0,0
4016,4016,,13,358,0,0,0
16561,16561,,1,359,0,0,0
23601,23601,,1,360,0,0,0
19183,19183,,1,361,0,0,0
3763,3763,,2,362,0,0,0
4242,4242,,5,363,0,0,0
4285,4285,,2,364,0,0,0
9081,9081,,11,365,0,0,0
6961,6961,,2,366,0,0,0
20533,20533,,1,367,0,0,0
21241,21241,,2,368,0,0,0
22762,22762,,1,369,0,0,0
3756,3756,,6,370,0,0,0
11281,11281,,1,371,0,0,0
11465,11465,,1,372,0,0,0
12561,12561,,1,373,0,0,0
22561,22561,,1,374,0,0,0
4048,4048,,1,375,0,0,0
22904,22904,,1,376,0,0,0
7202,7202,,1,377,0,0,0
12301,12301,,3,378,0,0,0
3882,3882,,3,379,0,0,0
4200,4200,,1,380,0,0,0
8682,8682,,1,381,0,0,0
5825,5825,,2,382,0,0,0
4683,4683,,3,383,0,0,0
3780,3780,,3,384,0,0,0
4076,4076,,1,385,0,0,0
16681,16681,,1,386,0,0,0
3940,3940,,4,387,0,0,0
5965,5965,,1,388,0,0,0
22221,22221,,1,389,0,0,0
4130,4130,,1,390,0,0,0
20206,20206,,2,391,0,0,0
3986,3986,,4,392,0,0,0
15661,15661,,5,393,0,0,0
4122,4122,,2,394,0,0,0
4353,4353,,1,395,0,0,0
20167,20167,,1,396,0,0,0
4152,4152,,2,397,0,0,0
3926,3926,,5,398,0,0,0
5282,5282,,2,399,0,0,0
20566,20566,,2,400,0,0,0
4826,4826,,1,401,0,0,0
3972,3972,,6,402,0,0,0
8301,8301,,1,403,0,0,0
5403,5403,,2,404,0,0,0
4226,4226,,3,405,0,0,0
20345,20345,,1,406,0,0,0
17881,17881,,1,407,0,0,0
6850,6850,,2,408,0,0,0
3793,3793,,3,409,0,0,0
3822,3822,,1,410,0,0,0
3992,3992,,8,411,0,0,0
20042,20042,,7,412,0,0,0
20564,20564,,1,413,0,0,0
3919,3919,,5,414,0,0,0
4095,4095,,1,415,0,0,0
9762,9762,,1,416,0,0,0
15701,15701,,1,417,0,0,0
4111,4111,,1,418,0,0,0
3792,3792,,6,419,0,0,0
4253,4253,,2,420,0,0,0
4075,4075,,4,421,0,0,0
17541,17541,,2,422,0,0,0
10262,10262,,1,423,0,0,0
7001,7001,,1,424,0,0,0
12481,12481,,4,425,0,0,0
4247,4247,,2,426,0,0,0
4061,4061,,1,427,0,0,0
16181,16181,,1,428,0,0,0
9602,9602,,1,429,0,0,0
21661,21661,,1,430,0,0,0
12981,12981,,1,431,0,0,0
3788,3788,,3,432,0,0,0
4115,4115,,1,433,0,0,0
17005,17005,,3,434,0,0,0
3814,3814,,2,435,0,0,0
6342,6342,,4,436,0,0,0
3943,3943,,2,437,0,0,0
24311,24311,,1,438,0,0,0
3853,3853,,1,439,0,0,0
10501,10501,,1,440,0,0,0
9281,9281,,2,441,0,0,0
14563,14563,,1,442,0,0,0
14184,14184,,1,443,0,0,0
14541,14541,,1,444,0,0,0
7641,7641,,1,445,0,0,0
5561,5561,,1,446,0,0,0
3806,3806,,1,447,0,0,0
3798,3798,,1,448,0,0,0
4099,4099,,1,449,0,0,0
21961,21961,,1,450,0,0,0
4243,4243,,2,451,0,0,0
23926,23926,,2,452,0,0,0
6702,6702,,1,453,0,0,0
3835,3835,,1,454,0,0,0
9341,9341,,1,455,0,0,0
3913,3913,,1,456,0,0,0
15881,15881,,1,457,0,0,0
15121,15121,,2,458,0,0,0
3892,3892,,1,459,0,0,0
4182,4182,,1,460,0,0,0
14682,14682,,1,461,0,0,0
20502,20502,,1,462,0,0,0
3759,3759,,2,463,0,0,0
8341,8341,,4,464,0,0,0
4282,4282,,2,465,0,0,0
18321,18321,,1,466,0,0,0
19863,19863,,1,467,0,0,0
9403,9403,,1,468,0,0,0
3858,3858,,1,469,0,0,0
3950,3950,,1,470,0,0,0
9781,9781,,1,471,0,0,0
23930,23930,,2,472,0,0,0
13261,13261,,1,473,0,0,0
12581,12581,,1,474,0,0,0
3939,3939,,2,475,0,0,0
4457,4457,,1,476,0,0,0
8161,8161,,4,477,0,0,0
7003,7003,,3,478,0,0,0
12202,12202,,1,479,0,0,0
6524,6524,,3,480,0,0,0
6181,6181,,1,481,0,0,0
4166,4166,,2,482,0,0,0
17761,17761,,1,483,0,0,0
4339,4339,,4,484,0,0,0
18884,18884,,1,485,0,0,0
4357,4357,,1,486,0,0,0
9162,9162,,1,487,0,0,0
3768,3768,,1,488,0,0,0
11524,11524,,1,489,0,0,0
8181,8181,,10,490,0,0,0
12061,12061,,4,491,0,0,0
17603,17603,,1,492,0,0,0
